code,year,value,inicator
FIN,2012,80.50,DM_LIFE_EXP: Life expectancy
FIN,2013,80.88,DM_LIFE_EXP: Life expectancy
FIN,2014,81.01,DM_LIFE_EXP: Life expectancy
FIN,2015,81.42,DM_LIFE_EXP: Life expectancy
FIN,2016,81.29,DM_LIFE_EXP: Life expectancy
FIN,2017,81.50,DM_LIFE_EXP: Life expectancy
FIN,2018,81.63,DM_LIFE_EXP: Life expectancy
FIN,2019,81.87,DM_LIFE_EXP: Life expectancy
FIN,2020,81.87,DM_LIFE_EXP: Life expectancy
FIN,2021,82.04,DM_LIFE_EXP: Life expectancy
FIN,1970,4606.62,DM_POP_TOT: Total population
FIN,1971,4612.42,DM_POP_TOT: Total population
FIN,1972,4639.83,DM_POP_TOT: Total population
FIN,1973,4666.17,DM_POP_TOT: Total population
FIN,1974,4690.58,DM_POP_TOT: Total population
FIN,1975,4711.37,DM_POP_TOT: Total population
FIN,1976,4725.52,DM_POP_TOT: Total population
FIN,1977,4738.74,DM_POP_TOT: Total population
FIN,1978,4752.40,DM_POP_TOT: Total population
FIN,1979,4764.57,DM_POP_TOT: Total population
FIN,1980,4779.42,DM_POP_TOT: Total population
FIN,1981,4799.87,DM_POP_TOT: Total population
FIN,1982,4826.86,DM_POP_TOT: Total population
FIN,1983,4855.73,DM_POP_TOT: Total population
FIN,1984,4881.75,DM_POP_TOT: Total population
FIN,1985,4902.18,DM_POP_TOT: Total population
FIN,1986,4918.17,DM_POP_TOT: Total population
FIN,1987,4932.18,DM_POP_TOT: Total population
FIN,1988,4946.56,DM_POP_TOT: Total population
FIN,1989,4964.47,DM_POP_TOT: Total population
FIN,1990,4986.55,DM_POP_TOT: Total population
FIN,1991,5013.85,DM_POP_TOT: Total population
FIN,1992,5042.12,DM_POP_TOT: Total population
FIN,1993,5066.61,DM_POP_TOT: Total population
FIN,1994,5088.49,DM_POP_TOT: Total population
FIN,1995,5107.94,DM_POP_TOT: Total population
FIN,1996,5124.72,DM_POP_TOT: Total population
FIN,1997,5139.94,DM_POP_TOT: Total population
FIN,1998,5153.54,DM_POP_TOT: Total population
FIN,1999,5165.49,DM_POP_TOT: Total population
FIN,2000,5176.21,DM_POP_TOT: Total population
FIN,2001,5188.00,DM_POP_TOT: Total population
FIN,2002,5200.60,DM_POP_TOT: Total population
FIN,2003,5212.99,DM_POP_TOT: Total population
FIN,2004,5228.14,DM_POP_TOT: Total population
FIN,2005,5246.07,DM_POP_TOT: Total population
FIN,2006,5266.25,DM_POP_TOT: Total population
FIN,2007,5288.69,DM_POP_TOT: Total population
FIN,2008,5313.35,DM_POP_TOT: Total population
FIN,2009,5338.82,DM_POP_TOT: Total population
FIN,2010,5363.27,DM_POP_TOT: Total population
FIN,2011,5388.17,DM_POP_TOT: Total population
FIN,2012,5413.86,DM_POP_TOT: Total population
FIN,2013,5438.87,DM_POP_TOT: Total population
FIN,2014,5461.44,DM_POP_TOT: Total population
FIN,2015,5479.46,DM_POP_TOT: Total population
FIN,2016,5495.22,DM_POP_TOT: Total population
FIN,2017,5508.14,DM_POP_TOT: Total population
FIN,2018,5515.46,DM_POP_TOT: Total population
FIN,2019,5521.54,DM_POP_TOT: Total population
FIN,2020,5529.47,DM_POP_TOT: Total population
FIN,2021,5535.99,DM_POP_TOT: Total population
FIN,2017,6.38,ECON_GVT_EDU_EXP_PTGDP: government expenditure on education (% GDP)
FIN,2018,7.10,ECON_GVT_HLTH_EXP_PTGDP: government expenditure on health (% GDP)
FIN,1975,1.30,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,1976,1.30,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,1977,1.30,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,1978,1.20,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,1979,1.20,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,1980,1.20,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,1981,1.10,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,1982,1.10,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,1983,1.10,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,1984,1.10,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,1985,1.00,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,1986,1.00,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,1987,1.00,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,1988,1.00,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,1989,1.00,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,1990,1.00,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,1991,1.00,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,1992,0.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,1993,0.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,1994,0.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,1995,0.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,1996,0.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,1997,0.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,1998,0.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,1999,0.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,2000,0.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,2001,0.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,2002,0.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,2003,0.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,2004,0.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,2005,0.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,2006,0.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,2007,0.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,2008,0.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,2009,0.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,2010,0.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,2011,0.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,2012,0.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,2013,0.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,2014,0.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,2015,0.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,2016,0.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FIN,2019,48771.37,SPP_GDPPC: GDP per capita (current US$)
FRA,1970,18.24,CME_MRY0T4: Under-five mortality rate
FRA,1971,17.39,CME_MRY0T4: Under-five mortality rate
FRA,1972,16.59,CME_MRY0T4: Under-five mortality rate
FRA,1973,15.93,CME_MRY0T4: Under-five mortality rate
FRA,1974,15.43,CME_MRY0T4: Under-five mortality rate
FRA,1975,14.97,CME_MRY0T4: Under-five mortality rate
FRA,1976,14.46,CME_MRY0T4: Under-five mortality rate
FRA,1977,13.90,CME_MRY0T4: Under-five mortality rate
FRA,1978,13.35,CME_MRY0T4: Under-five mortality rate
FRA,1979,12.84,CME_MRY0T4: Under-five mortality rate
FRA,1980,12.36,CME_MRY0T4: Under-five mortality rate
FRA,1981,11.92,CME_MRY0T4: Under-five mortality rate
FRA,1982,11.50,CME_MRY0T4: Under-five mortality rate
FRA,1983,11.09,CME_MRY0T4: Under-five mortality rate
FRA,1984,10.70,CME_MRY0T4: Under-five mortality rate
FRA,1985,10.35,CME_MRY0T4: Under-five mortality rate
FRA,1986,10.06,CME_MRY0T4: Under-five mortality rate
FRA,1987,9.81,CME_MRY0T4: Under-five mortality rate
FRA,1988,9.57,CME_MRY0T4: Under-five mortality rate
FRA,1989,9.32,CME_MRY0T4: Under-five mortality rate
FRA,1990,9.00,CME_MRY0T4: Under-five mortality rate
FRA,1991,8.59,CME_MRY0T4: Under-five mortality rate
FRA,1992,8.10,CME_MRY0T4: Under-five mortality rate
FRA,1993,7.55,CME_MRY0T4: Under-five mortality rate
FRA,1994,6.99,CME_MRY0T4: Under-five mortality rate
FRA,1995,6.50,CME_MRY0T4: Under-five mortality rate
FRA,1996,6.11,CME_MRY0T4: Under-five mortality rate
FRA,1997,5.83,CME_MRY0T4: Under-five mortality rate
FRA,1998,5.64,CME_MRY0T4: Under-five mortality rate
FRA,1999,5.51,CME_MRY0T4: Under-five mortality rate
FRA,2000,5.39,CME_MRY0T4: Under-five mortality rate
FRA,2001,5.26,CME_MRY0T4: Under-five mortality rate
FRA,2002,5.10,CME_MRY0T4: Under-five mortality rate
FRA,2003,4.93,CME_MRY0T4: Under-five mortality rate
FRA,2004,4.76,CME_MRY0T4: Under-five mortality rate
FRA,2005,4.62,CME_MRY0T4: Under-five mortality rate
FRA,2006,4.52,CME_MRY0T4: Under-five mortality rate
FRA,2007,4.44,CME_MRY0T4: Under-five mortality rate
FRA,2008,4.37,CME_MRY0T4: Under-five mortality rate
FRA,2009,4.29,CME_MRY0T4: Under-five mortality rate
FRA,2010,4.21,CME_MRY0T4: Under-five mortality rate
FRA,2011,4.15,CME_MRY0T4: Under-five mortality rate
FRA,2012,4.11,CME_MRY0T4: Under-five mortality rate
FRA,2013,4.10,CME_MRY0T4: Under-five mortality rate
FRA,2014,4.12,CME_MRY0T4: Under-five mortality rate
FRA,2015,4.16,CME_MRY0T4: Under-five mortality rate
FRA,2016,4.21,CME_MRY0T4: Under-five mortality rate
FRA,2017,4.26,CME_MRY0T4: Under-five mortality rate
FRA,2018,4.31,CME_MRY0T4: Under-five mortality rate
FRA,2019,4.35,CME_MRY0T4: Under-five mortality rate
FRA,2020,4.37,CME_MRY0T4: Under-five mortality rate
FRA,2021,4.35,CME_MRY0T4: Under-five mortality rate
FRA,1970,72.09,DM_LIFE_EXP: Life expectancy
FRA,1971,72.07,DM_LIFE_EXP: Life expectancy
FRA,1972,72.32,DM_LIFE_EXP: Life expectancy
FRA,1973,72.48,DM_LIFE_EXP: Life expectancy
FRA,1974,72.81,DM_LIFE_EXP: Life expectancy
FRA,1975,72.91,DM_LIFE_EXP: Life expectancy
FRA,1976,73.13,DM_LIFE_EXP: Life expectancy
FRA,1977,73.73,DM_LIFE_EXP: Life expectancy
FRA,1978,73.85,DM_LIFE_EXP: Life expectancy
FRA,1979,74.13,DM_LIFE_EXP: Life expectancy
FRA,1980,74.23,DM_LIFE_EXP: Life expectancy
FRA,1981,74.40,DM_LIFE_EXP: Life expectancy
FRA,1982,74.76,DM_LIFE_EXP: Life expectancy
FRA,1983,74.73,DM_LIFE_EXP: Life expectancy
FRA,1984,75.22,DM_LIFE_EXP: Life expectancy
FRA,1985,75.31,DM_LIFE_EXP: Life expectancy
FRA,1986,75.57,DM_LIFE_EXP: Life expectancy
FRA,1987,76.14,DM_LIFE_EXP: Life expectancy
FRA,1988,76.39,DM_LIFE_EXP: Life expectancy
FRA,1989,76.54,DM_LIFE_EXP: Life expectancy
FRA,1990,76.83,DM_LIFE_EXP: Life expectancy
FRA,1991,77.01,DM_LIFE_EXP: Life expectancy
FRA,1992,77.30,DM_LIFE_EXP: Life expectancy
FRA,1993,77.35,DM_LIFE_EXP: Life expectancy
FRA,1994,77.77,DM_LIFE_EXP: Life expectancy
FRA,1995,77.87,DM_LIFE_EXP: Life expectancy
FRA,1996,78.06,DM_LIFE_EXP: Life expectancy
FRA,1997,78.43,DM_LIFE_EXP: Life expectancy
FRA,1998,78.59,DM_LIFE_EXP: Life expectancy
FRA,1999,78.75,DM_LIFE_EXP: Life expectancy
FRA,2000,79.05,DM_LIFE_EXP: Life expectancy
FRA,2001,79.22,DM_LIFE_EXP: Life expectancy
FRA,2002,79.41,DM_LIFE_EXP: Life expectancy
FRA,2003,79.42,DM_LIFE_EXP: Life expectancy
FRA,2004,80.34,DM_LIFE_EXP: Life expectancy
FRA,2005,80.34,DM_LIFE_EXP: Life expectancy
FRA,2006,80.75,DM_LIFE_EXP: Life expectancy
FRA,2007,80.97,DM_LIFE_EXP: Life expectancy
FRA,2008,81.05,DM_LIFE_EXP: Life expectancy
FRA,2009,81.18,DM_LIFE_EXP: Life expectancy
FRA,2010,81.43,DM_LIFE_EXP: Life expectancy
FRA,2011,81.81,DM_LIFE_EXP: Life expectancy
FRA,2012,81.77,DM_LIFE_EXP: Life expectancy
FRA,2013,82.02,DM_LIFE_EXP: Life expectancy
FRA,2014,82.48,DM_LIFE_EXP: Life expectancy
FRA,2015,82.19,DM_LIFE_EXP: Life expectancy
FRA,2016,82.44,DM_LIFE_EXP: Life expectancy
FRA,2017,82.47,DM_LIFE_EXP: Life expectancy
FRA,2018,82.59,DM_LIFE_EXP: Life expectancy
FRA,2019,82.73,DM_LIFE_EXP: Life expectancy
FRA,2020,82.21,DM_LIFE_EXP: Life expectancy
FRA,2021,82.50,DM_LIFE_EXP: Life expectancy
FRA,1970,50523.59,DM_POP_TOT: Total population
FRA,1971,50970.70,DM_POP_TOT: Total population
FRA,1972,51410.36,DM_POP_TOT: Total population
FRA,1973,51814.08,DM_POP_TOT: Total population
FRA,1974,52163.55,DM_POP_TOT: Total population
FRA,1975,52450.03,DM_POP_TOT: Total population
FRA,1976,52685.27,DM_POP_TOT: Total population
FRA,1977,52925.44,DM_POP_TOT: Total population
FRA,1978,53175.31,DM_POP_TOT: Total population
FRA,1979,53428.78,DM_POP_TOT: Total population
FRA,1980,53713.83,DM_POP_TOT: Total population
FRA,1981,54016.75,DM_POP_TOT: Total population
FRA,1982,54319.65,DM_POP_TOT: Total population
FRA,1983,54592.38,DM_POP_TOT: Total population
FRA,1984,54845.98,DM_POP_TOT: Total population
FRA,1985,55108.11,DM_POP_TOT: Total population
FRA,1986,55371.64,DM_POP_TOT: Total population
FRA,1987,55641.54,DM_POP_TOT: Total population
FRA,1988,55911.48,DM_POP_TOT: Total population
FRA,1989,56169.95,DM_POP_TOT: Total population
FRA,1990,56412.90,DM_POP_TOT: Total population
FRA,1991,56645.22,DM_POP_TOT: Total population
FRA,1992,56864.05,DM_POP_TOT: Total population
FRA,1993,57053.73,DM_POP_TOT: Total population
FRA,1994,57230.06,DM_POP_TOT: Total population
FRA,1995,57420.35,DM_POP_TOT: Total population
FRA,1996,57623.18,DM_POP_TOT: Total population
FRA,1997,57839.36,DM_POP_TOT: Total population
FRA,1998,58080.34,DM_POP_TOT: Total population
FRA,1999,58352.21,DM_POP_TOT: Total population
FRA,2000,58665.45,DM_POP_TOT: Total population
FRA,2001,59014.77,DM_POP_TOT: Total population
FRA,2002,59372.79,DM_POP_TOT: Total population
FRA,2003,59728.26,DM_POP_TOT: Total population
FRA,2004,60108.44,DM_POP_TOT: Total population
FRA,2005,60510.08,DM_POP_TOT: Total population
FRA,2006,60919.15,DM_POP_TOT: Total population
FRA,2007,61329.38,DM_POP_TOT: Total population
FRA,2008,61721.01,DM_POP_TOT: Total population
FRA,2009,62093.30,DM_POP_TOT: Total population
FRA,2010,62444.57,DM_POP_TOT: Total population
FRA,2011,62775.27,DM_POP_TOT: Total population
FRA,2012,63071.42,DM_POP_TOT: Total population
FRA,2013,63335.18,DM_POP_TOT: Total population
FRA,2014,63588.49,DM_POP_TOT: Total population
FRA,2015,63809.77,DM_POP_TOT: Total population
FRA,2016,63989.32,DM_POP_TOT: Total population
FRA,2017,64144.09,DM_POP_TOT: Total population
FRA,2018,64277.81,DM_POP_TOT: Total population
FRA,2019,64399.76,DM_POP_TOT: Total population
FRA,2020,64480.05,DM_POP_TOT: Total population
FRA,2021,64531.44,DM_POP_TOT: Total population
FRA,2017,5.45,ECON_GVT_EDU_EXP_PTGDP: government expenditure on education (% GDP)
FRA,2018,8.26,ECON_GVT_HLTH_EXP_PTGDP: government expenditure on health (% GDP)
FRA,1975,0.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,1976,0.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,1977,0.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,1978,0.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,1979,0.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,1980,0.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,1981,0.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,1982,0.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,1983,0.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,1984,0.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,1985,0.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,1986,0.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,1987,0.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,1988,0.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,1989,0.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,1990,0.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,1991,0.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,1992,0.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,1993,0.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,1994,0.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,1995,0.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,1996,0.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,1997,0.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,1998,0.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,1999,0.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,2000,0.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,2001,0.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,2002,0.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,2003,0.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,2004,0.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,2005,0.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,2006,0.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,2007,0.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,2008,0.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,2009,0.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,2010,0.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,2011,0.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,2012,0.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,2013,0.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,2014,0.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,2015,0.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,2016,0.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
FRA,2019,40496.36,SPP_GDPPC: GDP per capita (current US$)
GUF,1970,63.65,DM_LIFE_EXP: Life expectancy
GUF,1971,63.99,DM_LIFE_EXP: Life expectancy
GUF,1972,64.51,DM_LIFE_EXP: Life expectancy
GUF,1973,64.69,DM_LIFE_EXP: Life expectancy
GUF,1974,65.35,DM_LIFE_EXP: Life expectancy
GUF,1975,65.41,DM_LIFE_EXP: Life expectancy
GUF,1976,65.59,DM_LIFE_EXP: Life expectancy
GUF,1977,65.00,DM_LIFE_EXP: Life expectancy
GUF,1978,65.09,DM_LIFE_EXP: Life expectancy
GUF,1979,65.51,DM_LIFE_EXP: Life expectancy
GUF,1980,66.10,DM_LIFE_EXP: Life expectancy
GUF,1981,66.53,DM_LIFE_EXP: Life expectancy
GUF,1982,67.04,DM_LIFE_EXP: Life expectancy
GUF,1983,67.73,DM_LIFE_EXP: Life expectancy
GUF,1984,68.30,DM_LIFE_EXP: Life expectancy
GUF,1985,68.65,DM_LIFE_EXP: Life expectancy
GUF,1986,69.10,DM_LIFE_EXP: Life expectancy
GUF,1987,69.48,DM_LIFE_EXP: Life expectancy
GUF,1988,69.78,DM_LIFE_EXP: Life expectancy
GUF,1989,70.29,DM_LIFE_EXP: Life expectancy
GUF,1990,70.56,DM_LIFE_EXP: Life expectancy
GUF,1991,71.05,DM_LIFE_EXP: Life expectancy
GUF,1992,71.32,DM_LIFE_EXP: Life expectancy
GUF,1993,71.61,DM_LIFE_EXP: Life expectancy
GUF,1994,71.95,DM_LIFE_EXP: Life expectancy
